filename,size paramter of equivalent volume sphere,wavelength (m),extinction efficiency,scattering efficiency,average geometrical cross section (m^2),volume (m^3),maximum distance from the center of mass (m),single scattering albedo,asymmetry factor
MTC_vo_00950_3_g1_005938,3.92747E+02,9.50000E-07,2.01955E+00,2.01866E+00,1.52320E-08,8.77090E-13,1.07500E-04,9.99558E-01,7.67766E-01
MTC_vo_00950_1_fd_000542,3.58606E+01,9.50000E-07,2.11187E+00,2.11180E+00,1.29249E-10,6.65262E-16,9.90342E-06,9.99967E-01,7.73534E-01
MTC_vo_00950_3_g1_027910,1.84592E+03,9.50000E-07,2.00697E+00,2.00446E+00,5.76460E-07,9.10640E-11,1.00000E-03,9.98751E-01,7.29695E-01
MTC_vo_00950_2_g2_001050,6.94162E+01,9.50000E-07,2.05882E+00,2.05867E+00,4.74500E-10,4.84270E-15,1.90000E-05,9.99923E-01,7.55314E-01
MTC_vo_00950_3_g1_012061,7.97683E+02,9.50000E-07,2.01219E+00,2.01084E+00,7.86200E-08,7.34850E-12,2.81100E-04,9.99331E-01,7.49048E-01
MSC_vo_11445_m01_fd_0200,1.09810E+01,1.14450E-05,1.89001E+00,8.73390E-01,1.75558E-09,3.34130E-14,3.64306E-05,4.62109E-01,9.36721E-01
MSC_vo_11445_m02_g2_1435,7.87980E+01,1.14450E-05,1.99240E+00,1.01537E+00,1.15530E-07,1.23860E-11,3.54290E-04,5.09619E-01,9.45600E-01
MSC_vo_11445_m02_g2_1862,1.02240E+02,1.14450E-05,1.99347E+00,1.01548E+00,2.28120E-07,2.70550E-11,5.93270E-04,5.09403E-01,9.47800E-01
MSC_vo_11445_m01_fd_0005,3.00759E-01,1.14450E-05,1.91992E-01,9.30711E-04,1.30847E-12,6.85762E-19,9.10764E-07,4.84765E-03,2.25439E-02
MSC_vo_11445_m01_fd_0020,1.11256E+00,1.14450E-05,7.04854E-01,8.23554E-02,1.80128E-11,3.47261E-17,3.64306E-06,1.16840E-01,3.14114E-01
MSC_vo_11445_m02_g2_0590,3.23754E+01,1.14450E-05,1.97854E+00,9.95187E-01,1.50050E-08,8.59070E-13,1.06740E-04,5.02989E-01,9.38600E-01
MSC_vo_11445_m02_g2_0932,5.11685E+01,1.14450E-05,1.99004E+00,1.01115E+00,4.02930E-08,3.39150E-12,1.87250E-04,5.08105E-01,9.41900E-01
MSC_vo_11445_m01_fd_0010,5.71375E-01,1.14450E-05,3.70198E-01,1.05209E-02,4.74771E-12,4.70288E-18,1.82153E-06,2.84197E-02,7.97321E-02
MSC_vo_11445_m01_fd_0028,1.53360E+00,1.14450E-05,9.20579E-01,1.62712E-01,3.42286E-11,9.09635E-17,5.10028E-06,1.76750E-01,5.34418E-01
MSC_vo_11445_m01_fd_0075,4.11610E+00,1.14450E-05,1.62088E+00,5.95523E-01,2.46616E-10,1.75921E-15,1.36615E-05,3.67407E-01,8.67679E-01
MSC_vo_11445_m01_fd_0278,1.52415E+01,1.14450E-05,1.94158E+00,9.33918E-01,3.38596E-09,8.93536E-14,5.06385E-05,4.81011E-01,9.44518E-01
MSC_vo_11445_m03_g1_5162,2.83381E+02,1.14450E-05,1.99902E+00,1.03320E+00,1.97820E-06,5.76100E-10,1.85000E-03,5.16853E-01,9.64200E-01
MSC_vo_11445_m02_g2_1205,6.61629E+01,1.14450E-05,1.98922E+00,1.01035E+00,7.85400E-08,7.33210E-12,2.81060E-04,5.07912E-01,9.44900E-01
MSC_vo_11445_m01_fd_0054,2.97679E+00,1.14450E-05,1.41295E+00,4.41511E-01,1.28979E-10,6.65369E-16,9.83625E-06,3.12474E-01,8.01313E-01
MSC_vo_11445_m01_fd_0008,4.21010E-01,1.14450E-05,2.72762E-01,3.45569E-03,2.57186E-12,1.88122E-18,1.45722E-06,1.26693E-02,4.30103E-02
MSC_vo_11445_m01_fd_0039,2.13479E+00,1.14450E-05,1.16805E+00,2.86441E-01,6.63291E-11,2.45381E-16,7.10396E-06,2.45230E-01,7.02583E-01
MSC_vo_11445_m02_g2_1660,9.11493E+01,1.14450E-05,1.99272E+00,1.01635E+00,1.74560E-07,1.91710E-11,4.69770E-04,5.10033E-01,9.47000E-01
MSC_vo_11445_m02_g2_2020,1.10883E+02,1.14450E-05,1.99257E+00,1.01606E+00,3.03630E-07,3.45130E-11,7.23880E-04,5.09922E-01,9.48200E-01
MSC_vo_11445_m03_g1_3722,2.04341E+02,1.14450E-05,1.99878E+00,1.02994E+00,1.02860E-06,2.16000E-10,1.33400E-03,5.15284E-01,9.63500E-01
MSC_vo_11445_m01_fd_0144,7.91604E+00,1.14450E-05,1.89095E+00,8.39144E-01,9.12266E-10,1.25160E-14,2.62300E-05,4.43767E-01,9.26690E-01
MSC_vo_11445_m01_fd_0385,2.11331E+01,1.14450E-05,1.96386E+00,9.69754E-01,6.51803E-09,2.38209E-13,7.03110E-05,4.93801E-01,9.49423E-01
MSC_vo_11445_m01_fd_0533,2.92526E+01,1.14450E-05,1.97806E+00,9.87422E-01,1.24986E-08,6.31841E-13,9.74518E-05,4.99188E-01,9.51998E-01
MSC_vo_11445_m03_g1_7160,3.93059E+02,1.14450E-05,1.99921E+00,1.03588E+00,3.80580E-06,1.53730E-09,2.56600E-03,5.18145E-01,9.64800E-01
MSC_vo_11445_m01_fd_0104,5.70954E+00,1.14450E-05,1.78224E+00,7.32864E-01,4.74548E-10,4.69574E-15,1.89439E-05,4.11203E-01,9.05378E-01
MSC_vo_11445_m01_fd_0015,8.11958E-01,1.14450E-05,5.27473E-01,3.45512E-02,9.59347E-12,1.34973E-17,2.73229E-06,6.55033E-02,1.64005E-01
MSC_vo_11445_m03_g1_2790,1.53180E+02,1.14450E-05,1.99853E+00,1.02650E+00,5.78000E-07,9.09890E-11,1.00000E-03,5.13629E-01,9.62600E-01
MSC_vo_00565_m03_g1_2020,2.24588E+03,5.65000E-07,2.00625E+00,2.00576E+00,3.02810E-07,3.45020E-11,7.23800E-04,9.99753E-01,7.23300E-01
MSC_vo_00565_m03_g1_1660,1.84647E+03,5.65000E-07,2.00712E+00,2.00683E+00,1.74340E-07,1.91740E-11,4.69800E-04,9.99853E-01,7.32700E-01
MSC_vo_00565_m03_g1_1205,1.34042E+03,5.65000E-07,2.00882E+00,2.00863E+00,7.84920E-08,7.33510E-12,2.81100E-04,9.99904E-01,7.43500E-01
MSC_vo_00565_m01_fd_0028,3.10901E+01,5.65000E-07,2.01650E+00,2.01650E+00,3.43550E-11,9.11786E-17,5.09861E-06,1.00000E+00,7.57729E-01
MSC_vo_00565_m01_fd_0010,1.15754E+01,5.65000E-07,2.43865E+00,2.43865E+00,4.74726E-12,4.70444E-18,1.89737E-06,1.00000E+00,8.11677E-01
MSC_vo_00565_m01_fd_0020,2.25374E+01,5.65000E-07,2.11011E+00,2.11011E+00,1.80431E-11,3.47295E-17,3.69582E-06,1.00000E+00,7.69697E-01
MSC_vo_00565_m01_fd_0005,6.08840E+00,5.65000E-07,2.61596E+00,2.61596E+00,1.31317E-12,6.84424E-19,9.98140E-07,1.00000E+00,8.65170E-01
MSC_vo_00565_m02_g2_0388,4.31932E+02,5.65000E-07,2.01926E+00,2.01918E+00,6.50070E-09,2.45430E-13,7.03010E-05,9.99958E-01,7.63500E-01
MSC_vo_00565_m03_g1_0594,6.60473E+02,5.65000E-07,2.01414E+00,2.01395E+00,1.52410E-08,8.77500E-13,1.07500E-04,9.99906E-01,7.62700E-01
MSC_vo_00565_m02_g2_0076,8.41986E+01,5.65000E-07,2.06211E+00,2.06206E+00,2.47060E-10,1.81800E-15,1.37040E-05,9.99974E-01,7.57900E-01
MSC_vo_00565_m03_g1_1862,2.07114E+03,5.65000E-07,2.00660E+00,2.00620E+00,2.27690E-07,2.70590E-11,5.93300E-04,9.99803E-01,7.25300E-01
MSC_vo_00565_m02_g2_0280,3.11489E+02,5.65000E-07,2.02023E+00,2.02015E+00,3.38130E-09,9.20470E-14,5.06980E-05,9.99960E-01,7.60500E-01
MSC_vo_00565_m03_g1_1435,1.59580E+03,5.65000E-07,2.00785E+00,2.00766E+00,1.15300E-07,1.23770E-11,3.54200E-04,9.99904E-01,7.40800E-01
MSC_vo_00565_m03_g1_7160,7.96204E+03,5.65000E-07,2.00269E+00,2.00219E+00,3.80580E-06,1.53730E-09,2.56600E-03,9.99752E-01,7.23300E-01
MSC_vo_00565_m02_g2_0105,1.16739E+02,5.65000E-07,2.04189E+00,2.04172E+00,4.74940E-10,4.84540E-15,1.90010E-05,9.99920E-01,7.56800E-01
MSC_vo_00565_m03_g1_2790,3.10290E+03,5.65000E-07,2.00504E+00,2.00454E+00,5.78010E-07,9.09890E-11,1.00000E-03,9.99753E-01,7.23300E-01
MSC_vo_00565_m01_fd_0015,1.64466E+01,5.65000E-07,2.29228E+00,2.29228E+00,9.59618E-12,1.34950E-17,2.69768E-06,1.00000E+00,7.92759E-01
MSC_vo_00565_m01_fd_0008,8.51946E+00,5.65000E-07,2.74058E+00,2.74058E+00,2.57139E-12,1.87541E-18,1.40279E-06,1.00000E+00,8.45384E-01
MSC_vo_00565_m03_g1_5162,5.74038E+03,5.65000E-07,2.00334E+00,2.00285E+00,1.97820E-06,5.76110E-10,1.85000E-03,9.99752E-01,7.23400E-01
MSC_vo_00565_m02_g2_0145,1.61600E+02,5.65000E-07,2.03044E+00,2.03037E+00,9.10100E-10,1.28530E-14,2.63020E-05,9.99966E-01,7.57500E-01
MSC_vo_00565_m02_g2_0055,6.07729E+01,5.65000E-07,2.05616E+00,2.05602E+00,1.28710E-10,6.83610E-16,9.89150E-06,9.99931E-01,7.65200E-01
MSC_vo_00565_m03_g1_0538,5.98420E+02,5.65000E-07,2.01510E+00,2.01491E+00,1.25110E-08,6.52680E-13,9.74000E-05,9.99907E-01,7.62700E-01
MSC_vo_00565_m02_g2_0202,2.24252E+02,5.65000E-07,2.03035E+00,2.03017E+00,1.75260E-09,3.43470E-14,3.65000E-05,9.99913E-01,7.60100E-01
MSC_vo_00565_m02_g2_0039,4.35909E+01,5.65000E-07,2.09856E+00,2.09854E+00,6.62200E-11,2.52270E-16,7.09490E-06,9.99987E-01,7.76000E-01
MSC_vo_00565_m03_g1_3722,4.13927E+03,5.65000E-07,2.00416E+00,2.00366E+00,1.02860E-06,2.16000E-10,1.33400E-03,9.99752E-01,7.23200E-01
MSC_vo_00565_m03_g1_0932,1.03676E+03,5.65000E-07,2.01047E+00,2.01038E+00,4.03280E-08,3.39400E-12,1.87300E-04,9.99955E-01,7.47300E-01
MTC_vo_02000_2_g2_005380,1.69028E+02,2.00000E-06,2.04129E+00,1.52554E+00,1.24780E-08,6.52380E-13,9.74000E-05,7.47342E-01,8.78653E-01
MTC_vo_02000_1_fd_000203,6.36687E+00,2.00000E-06,2.43233E+00,2.40341E+00,1.79994E-11,3.47304E-17,3.69239E-06,9.88110E-01,8.84365E-01
MTC_vo_02000_3_g1_071617,2.24991E+03,2.00000E-06,2.00753E+00,1.07452E+00,3.79560E-06,1.53860E-09,2.56600E-03,5.35245E-01,9.77985E-01
MTC_vo_02000_1_fd_000055,1.72099E+00,2.00000E-06,1.93329E-01,1.86973E-01,1.31472E-12,6.85636E-19,9.86761E-07,9.67124E-01,5.72926E-01
MTC_vo_02000_3_g1_012061,3.78899E+02,2.00000E-06,2.02469E+00,1.35148E+00,7.86200E-08,7.34850E-12,2.81100E-04,6.67502E-01,9.22960E-01
MTC_vo_02000_1_fd_000542,1.70338E+01,2.00000E-06,2.30973E+00,2.22988E+00,1.29040E-10,6.65269E-16,9.89944E-06,9.65430E-01,8.34593E-01
MTC_vo_02000_3_g1_027910,8.76811E+02,2.00000E-06,2.01411E+00,1.21655E+00,5.75980E-07,9.10640E-11,1.00000E-03,6.04015E-01,9.49248E-01
MTC_vo_02000_1_fd_000104,3.26968E+00,2.00000E-06,9.00274E-01,8.86578E-01,4.74591E-12,4.70282E-18,1.90986E-06,9.84787E-01,7.98642E-01
MTC_vo_02000_1_fd_001041,3.26889E+01,2.00000E-06,2.01305E+00,1.86423E+00,4.76073E-10,4.70269E-15,1.90031E-05,9.26073E-01,8.11045E-01
MTC_vo_02000_3_g1_051633,1.62211E+03,2.00000E-06,2.00936E+00,1.10843E+00,1.97290E-06,5.76590E-10,1.85000E-03,5.51633E-01,9.72296E-01
MTC_vo_02000_1_fd_000077,2.40931E+00,2.00000E-06,4.56748E-01,4.47160E-01,2.57660E-12,1.88141E-18,1.40056E-06,9.79008E-01,7.11247E-01
MTC_vo_02000_2_g2_003883,1.21998E+02,2.00000E-06,2.05375E+00,1.63347E+00,6.49470E-09,2.45290E-13,7.03000E-05,7.95362E-01,8.50220E-01
MTC_vo_02000_3_g1_037232,1.16967E+03,2.00000E-06,2.01164E+00,1.15823E+00,1.02500E-06,2.16180E-10,1.33400E-03,5.75763E-01,9.62391E-01
MTC_vo_02000_2_g2_001453,4.56414E+01,2.00000E-06,2.15382E+00,1.95761E+00,9.09160E-10,1.28440E-14,2.63000E-05,9.08901E-01,8.22904E-01
MTC_vo_02000_1_fd_000148,4.64616E+00,2.00000E-06,1.68453E+00,1.66400E+00,9.58340E-12,1.34950E-17,2.70563E-06,9.87813E-01,8.63264E-01
MTC_vo_02000_3_g1_014360,4.51140E+02,2.00000E-06,2.02197E+00,1.31257E+00,1.15400E-07,1.24040E-11,3.54200E-04,6.49152E-01,9.31652E-01
MTC_vo_02000_1_fd_000389,1.22168E+01,2.00000E-06,2.46201E+00,2.40465E+00,6.62755E-11,2.45407E-16,7.09831E-06,9.76703E-01,8.49077E-01
MTC_vo_02000_2_g2_002016,6.33420E+01,2.00000E-06,2.07378E+00,1.81601E+00,1.75110E-09,3.43320E-14,3.65000E-05,8.75702E-01,8.20483E-01
MTC_vo_02000_2_g2_002801,8.79849E+01,2.00000E-06,2.06645E+00,1.73390E+00,3.37810E-09,9.20130E-14,5.07000E-05,8.39072E-01,8.30568E-01
MTC_vo_02000_3_g1_016611,5.21865E+02,2.00000E-06,2.01994E+00,1.30295E+00,1.74250E-07,1.92000E-11,4.69800E-04,6.45044E-01,9.31002E-01
MTC_vo_02000_1_fd_000750,2.35713E+01,2.00000E-06,2.15192E+00,2.04266E+00,2.47392E-10,1.76299E-15,1.36873E-05,9.49224E-01,8.19789E-01
MTC_vo_02000_1_fd_000279,8.77565E+00,2.00000E-06,2.70340E+00,2.66273E+00,3.41926E-11,9.09517E-17,5.09296E-06,9.84956E-01,8.77888E-01
MTC_vo_02000_2_g2_005938,1.86555E+02,2.00000E-06,2.04011E+00,1.49556E+00,1.51940E-08,8.77090E-13,1.07500E-04,7.33078E-01,8.87574E-01
MTC_vo_02000_3_g1_018632,5.85357E+02,2.00000E-06,2.01847E+00,1.28474E+00,2.27780E-07,2.70950E-11,5.93300E-04,6.36493E-01,9.32504E-01
MTC_vo_02000_3_g1_020201,6.34639E+02,2.00000E-06,2.01750E+00,1.29688E+00,3.01750E-07,3.45310E-11,7.23800E-04,6.42812E-01,9.29507E-01
MTC_vo_02000_2_g2_009333,2.93197E+02,2.00000E-06,2.02913E+00,1.37619E+00,4.04010E-08,3.40490E-12,1.87300E-04,6.78216E-01,9.05162E-01
MSC_vo_12000_m01_fd_0385,2.01556E+01,1.20000E-05,2.01390E+00,1.00919E+00,6.51794E-09,2.38209E-13,7.02828E-05,5.01112E-01,9.37314E-01
MSC_vo_12000_m01_fd_0144,7.54569E+00,1.20000E-05,2.02651E+00,9.33441E-01,9.11245E-10,1.24950E-14,2.63561E-05,4.60616E-01,9.15551E-01
MSC_vo_12000_m03_g1_3722,1.94890E+02,1.20000E-05,2.00722E+00,1.04372E+00,1.02860E-06,2.16000E-10,1.33400E-03,5.19982E-01,9.51300E-01
MSC_vo_12000_m02_g2_2020,1.05749E+02,1.20000E-05,2.00986E+00,1.03558E+00,3.03590E-07,3.45070E-11,7.23840E-04,5.15252E-01,9.38500E-01
MSC_vo_12000_m02_g2_1660,8.69427E+01,1.20000E-05,2.01147E+00,1.03707E+00,1.74600E-07,1.91770E-11,4.69830E-04,5.15577E-01,9.36700E-01
MSC_vo_12000_m01_fd_0039,2.03546E+00,1.20000E-05,1.37492E+00,3.95767E-01,6.62901E-11,2.45165E-16,7.06648E-06,2.87848E-01,6.91687E-01
MSC_vo_12000_m01_fd_0008,4.01552E-01,1.20000E-05,2.96352E-01,4.60927E-03,2.57115E-12,1.88141E-18,1.33690E-06,1.55534E-02,3.98721E-02
MSC_vo_12000_m02_g2_1205,6.31186E+01,1.20000E-05,2.01322E+00,1.03421E+00,7.85780E-08,7.33760E-12,2.81130E-04,5.13709E-01,9.34200E-01
MSC_vo_12000_m01_fd_0054,2.83925E+00,1.20000E-05,1.64345E+00,5.80892E-01,1.28991E-10,6.65464E-16,9.93127E-06,3.53458E-01,7.92491E-01
MSC_vo_12000_m03_g1_5162,2.70276E+02,1.20000E-05,2.00581E+00,1.04644E+00,1.97820E-06,5.76110E-10,1.85000E-03,5.21703E-01,9.52100E-01
MSC_vo_12000_m03_g1_2790,1.46095E+02,1.20000E-05,2.00875E+00,1.04077E+00,5.78010E-07,9.09890E-11,1.00000E-03,5.18119E-01,9.50400E-01
MSC_vo_12000_m01_fd_0015,7.74442E-01,1.20000E-05,5.96803E-01,4.83738E-02,9.59438E-12,1.34993E-17,2.67380E-06,8.10549E-02,1.50776E-01
MSC_vo_12000_m02_g2_0593,3.10494E+01,1.20000E-05,2.01858E+00,1.02937E+00,1.51720E-08,8.73450E-13,1.07330E-04,5.09946E-01,9.26600E-01
MSC_vo_12000_m01_fd_0104,5.44454E+00,1.20000E-05,1.96405E+00,8.56455E-01,4.74385E-10,4.69333E-15,1.89076E-05,4.36065E-01,8.94819E-01
MSC_vo_12000_m03_g1_7160,3.74880E+02,1.20000E-05,2.00467E+00,1.04860E+00,3.80580E-06,1.53730E-09,2.56600E-03,5.23080E-01,9.52600E-01
MSC_vo_12000_m01_fd_0533,2.79094E+01,1.20000E-05,2.02678E+00,1.02676E+00,1.25073E-08,6.32500E-13,9.74028E-05,5.06595E-01,9.39506E-01
MSC_vo_12000_m01_fd_0005,2.86852E-01,1.20000E-05,2.07114E-01,1.23061E-03,1.30686E-12,6.85785E-19,9.54930E-07,5.94173E-03,2.11035E-02
MSC_vo_12000_m01_fd_0200,1.04475E+01,1.20000E-05,1.99083E+00,9.44095E-01,1.74700E-09,3.31684E-14,3.64783E-05,4.74222E-01,9.25341E-01
MSC_vo_12000_m02_g2_1435,7.51516E+01,1.20000E-05,2.01274E+00,1.03716E+00,1.15530E-07,1.23850E-11,3.54280E-04,5.15297E-01,9.34800E-01
MSC_vo_12000_m02_g2_1863,9.75318E+01,1.20000E-05,2.01066E+00,1.03489E+00,2.28210E-07,2.70720E-11,5.93390E-04,5.14699E-01,9.37900E-01
MSC_vo_12000_m01_fd_0075,3.92815E+00,1.20000E-05,1.84031E+00,7.39031E-01,2.46920E-10,1.76246E-15,1.37510E-05,4.01579E-01,8.58008E-01
MSC_vo_12000_m02_g2_0933,4.88288E+01,1.20000E-05,2.01738E+00,1.03742E+00,4.03380E-08,3.39710E-12,1.87360E-04,5.14240E-01,9.30600E-01
MSC_vo_12000_m01_fd_0278,1.45364E+01,1.20000E-05,2.01013E+00,9.86188E-01,3.38574E-09,8.93509E-14,5.06113E-05,4.90610E-01,9.32903E-01
MSC_vo_12000_m01_fd_0028,1.46235E+00,1.20000E-05,1.08032E+00,2.31268E-01,3.42136E-11,9.09038E-17,5.15662E-06,2.14074E-01,5.15795E-01
MSC_vo_12000_m01_fd_0010,5.44945E-01,1.20000E-05,4.10349E-01,1.43971E-02,4.74739E-12,4.70280E-18,1.90986E-06,3.50850E-02,7.31613E-02
MSC_vo_12000_m01_fd_0020,1.06132E+00,1.20000E-05,8.15960E-01,1.17832E-01,1.80202E-11,3.47476E-17,3.62873E-06,1.44409E-01,2.92713E-01
MTC_vo_00500_071617_g1,8.99964E+03,5.00000E-07,2.00251E+00,2.00204E+00,3.79560E-06,1.53860E-09,2.56600E-03,9.99767E-01,7.21848E-01
MTC_vo_00500_000757_g2,9.50991E+01,5.00000E-07,2.05312E+00,2.05300E+00,2.46660E-10,1.81540E-15,1.37000E-05,9.99941E-01,7.38411E-01
MTC_vo_00500_000279_fd,3.51024E+01,5.00000E-07,2.12406E+00,2.12406E+00,3.42997E-11,9.09499E-17,5.10092E-06,1.00000E+00,7.66474E-01
MTC_vo_00500_051633_g1,6.48843E+03,5.00000E-07,2.00312E+00,2.00265E+00,1.97290E-06,5.76590E-10,1.85000E-03,9.99768E-01,7.21758E-01
MTC_vo_00500_000055_fd,6.88395E+00,5.00000E-07,2.77011E+00,2.77011E+00,1.31472E-12,6.85636E-19,1.00268E-06,1.00000E+00,8.61525E-01
MTC_vo_00500_014360_g1,1.80456E+03,5.00000E-07,2.00732E+00,2.00716E+00,1.15390E-07,1.24040E-11,3.54200E-04,9.99921E-01,7.38522E-01
MTC_vo_00500_000392_g2,4.92850E+01,5.00000E-07,2.09165E+00,2.09161E+00,6.62580E-11,2.52690E-16,7.10000E-06,9.99978E-01,7.65715E-01
MTC_vo_00500_002016_g2,2.53368E+02,5.00000E-07,2.02998E+00,2.02986E+00,1.75230E-09,3.43320E-14,3.65000E-05,9.99942E-01,7.41174E-01
MTC_vo_00500_005938_g1,7.46221E+02,5.00000E-07,2.01318E+00,2.01301E+00,1.52320E-08,8.77100E-13,1.07500E-04,9.99916E-01,7.60720E-01
MTC_vo_00500_005380_g1,6.76111E+02,5.00000E-07,2.01408E+00,2.01391E+00,1.25050E-08,6.52380E-13,9.74000E-05,9.99916E-01,7.60697E-01
MTC_vo_00500_000203_fd,2.54672E+01,5.00000E-07,2.05318E+00,2.05318E+00,1.80496E-11,3.47293E-17,3.70035E-06,1.00000E+00,7.60655E-01
MTC_vo_00500_000104_fd,1.30784E+01,5.00000E-07,2.37573E+00,2.37573E+00,4.74617E-12,4.70250E-18,1.90190E-06,1.00000E+00,8.00840E-01
MTC_vo_00500_000077_fd,9.63708E+00,5.00000E-07,2.60060E+00,2.60060E+00,2.57680E-12,1.88131E-18,1.40056E-06,1.00000E+00,8.28518E-01
MTC_vo_00500_002801_g1,3.51938E+02,5.00000E-07,2.02176E+00,2.02163E+00,3.38800E-09,9.20120E-14,5.07000E-05,9.99937E-01,7.60804E-01
MTC_vo_00500_012061_g1,1.51560E+03,5.00000E-07,2.00822E+00,2.00808E+00,7.86110E-08,7.34850E-12,2.81100E-04,9.99931E-01,7.41437E-01
MTC_vo_00500_001453_g2,1.82565E+02,5.00000E-07,2.03630E+00,2.03616E+00,9.09790E-10,1.28440E-14,2.63000E-05,9.99932E-01,7.39591E-01
MTC_vo_00500_009333_g1,1.17279E+03,5.00000E-07,2.00975E+00,2.00970E+00,4.04360E-08,3.40490E-12,1.87300E-04,9.99973E-01,7.45541E-01
MTC_vo_00500_018633_g1,2.34143E+03,5.00000E-07,2.00615E+00,2.00580E+00,2.27770E-07,2.70950E-11,5.93300E-04,9.99825E-01,7.23182E-01
MTC_vo_00500_027910_g1,3.50725E+03,5.00000E-07,2.00470E+00,2.00425E+00,5.76460E-07,9.10640E-11,1.00000E-03,9.99774E-01,7.21758E-01
MTC_vo_00500_000148_fd,1.85849E+01,5.00000E-07,2.24726E+00,2.24726E+00,9.60174E-12,1.34956E-17,2.69768E-06,1.00000E+00,7.83088E-01
MTC_vo_00500_001050_g2,1.31890E+02,5.00000E-07,2.04113E+00,2.04102E+00,4.74410E-10,4.84260E-15,1.90000E-05,9.99948E-01,7.33549E-01
MTC_vo_00500_003883_g1,4.87991E+02,5.00000E-07,2.01750E+00,2.01735E+00,6.51420E-09,2.45290E-13,7.03000E-05,9.99929E-01,7.60688E-01
MTC_vo_00500_000547_g2,6.87219E+01,5.00000E-07,2.06513E+00,2.06507E+00,1.28820E-10,6.85060E-16,9.90000E-06,9.99970E-01,7.49253E-01
MTC_vo_00500_016611_g1,2.08746E+03,5.00000E-07,2.00664E+00,2.00642E+00,1.74220E-07,1.92000E-11,4.69800E-04,9.99890E-01,7.29933E-01
MTC_vo_00500_037232_g1,4.67867E+03,5.00000E-07,2.00388E+00,2.00342E+00,1.02580E-06,2.16180E-10,1.33400E-03,9.99773E-01,7.21803E-01
MTC_vo_00500_020201_g1,2.53856E+03,5.00000E-07,2.00583E+00,2.00537E+00,3.02000E-07,3.45310E-11,7.23800E-04,9.99770E-01,7.21790E-01
MTC_vo_01130_1_fd_000077,4.26426E+00,1.13000E-06,1.68977E+00,1.68975E+00,2.57670E-12,1.88140E-18,1.40279E-06,9.99986E-01,8.47387E-01
MTC_vo_01130_3_g1_051633,2.87098E+03,1.13000E-06,2.00651E+00,1.99533E+00,1.97290E-06,5.76590E-10,1.85000E-03,9.94426E-01,7.33783E-01
MTC_vo_01130_1_fd_000104,5.78703E+00,1.13000E-06,2.44707E+00,2.44704E+00,4.74585E-12,4.70281E-18,1.90636E-06,9.99986E-01,8.68056E-01
MTC_vo_01130_2_g2_000757,4.20800E+01,1.13000E-06,2.16323E+00,2.16289E+00,2.46700E-10,1.81550E-15,1.37000E-05,9.99845E-01,7.84846E-01
MTC_vo_01130_1_fd_000542,3.01483E+01,1.13000E-06,2.01544E+00,2.01525E+00,1.29252E-10,6.65263E-16,9.89148E-06,9.99904E-01,7.67829E-01
MTC_vo_01130_3_g1_027910,1.55188E+03,1.13000E-06,2.00981E+00,2.00355E+00,5.76460E-07,9.10640E-11,1.00000E-03,9.96885E-01,7.32650E-01
MTC_vo_01130_2_g2_001050,5.83584E+01,1.13000E-06,2.07277E+00,2.07231E+00,4.74490E-10,4.84260E-15,1.90000E-05,9.99780E-01,7.62517E-01
MTC_vo_01130_3_g1_012061,6.70618E+02,1.13000E-06,2.01717E+00,2.01359E+00,7.86200E-08,7.34850E-12,2.81100E-04,9.98224E-01,7.51734E-01
MTC_vo_01130_1_fd_000203,1.12687E+01,1.13000E-06,2.47897E+00,2.47890E+00,1.79978E-11,3.47298E-17,3.70481E-06,9.99972E-01,8.25817E-01
MTC_vo_01130_2_g2_005380,2.99164E+02,1.13000E-06,2.03095E+00,2.02884E+00,1.24700E-08,6.52380E-13,9.74000E-05,9.98960E-01,7.53375E-01
MTC_vo_01130_3_g1_009333,5.18932E+02,1.13000E-06,2.02037E+00,2.01721E+00,4.04460E-08,3.40490E-12,1.87300E-04,9.98436E-01,7.55973E-01
MTC_vo_01130_1_fd_000055,3.04595E+00,1.13000E-06,9.14557E-01,9.14541E-01,1.31464E-12,6.85604E-19,1.00713E-06,9.99982E-01,7.77969E-01
MTC_vo_01130_3_g1_071617,3.98214E+03,1.13000E-06,2.00524E+00,1.98993E+00,3.79560E-06,1.53860E-09,2.56600E-03,9.92367E-01,7.34877E-01
MTC_vo_01130_3_g1_018632,1.03603E+03,1.13000E-06,2.01285E+00,2.00812E+00,2.27780E-07,2.70950E-11,5.93300E-04,9.97651E-01,7.33718E-01
MTC_vo_01130_3_g1_020201,1.12326E+03,1.13000E-06,2.01217E+00,2.00750E+00,3.01750E-07,3.45310E-11,7.23800E-04,9.97680E-01,7.31938E-01
MTC_vo_01130_2_g2_005938,3.30186E+02,1.13000E-06,2.02876E+00,2.02661E+00,1.51900E-08,8.77100E-13,1.07500E-04,9.98939E-01,7.53583E-01
MTC_vo_01130_1_fd_000279,1.55321E+01,1.13000E-06,2.32539E+00,2.32530E+00,3.42343E-11,9.09520E-17,5.10760E-06,9.99958E-01,8.06482E-01
MTC_vo_01130_2_g2_002801,1.55725E+02,1.13000E-06,2.04516E+00,2.04400E+00,3.38100E-09,9.20120E-14,5.07000E-05,9.99430E-01,7.48442E-01
MTC_vo_01130_3_g1_016611,9.23654E+02,1.13000E-06,2.01387E+00,2.00959E+00,1.74250E-07,1.92000E-11,4.69800E-04,9.97876E-01,7.40647E-01
