filename,size paramter of equivalent volume sphere,wavelength (m),extinction efficiency,scattering efficiency,average geometrical cross section (m^2),volume (m^3),maximum distance from the center of mass (m),single scattering albedo,asymmetry factor
MTC_vo_02500_3_g1_071617,1.79993E+03,2.50000E-06,2.00888E+00,1.23666E+00,3.79560E-06,1.53860E-09,2.56600E-03,6.15596E-01,9.54321E-01
MSC_vo_00659_m02_g2_0145,1.38633E+02,6.58500E-07,2.05363E+00,2.05349E+00,9.09820E-10,1.28470E-14,2.62980E-05,9.99935E-01,7.59400E-01
MSC_vo_00659_m03_g1_5162,4.92530E+03,6.58500E-07,2.00457E+00,2.00398E+00,1.97830E-06,5.76110E-10,1.85000E-03,9.99704E-01,7.24700E-01
MSC_vo_00659_m01_fd_0008,7.31273E+00,6.58500E-07,2.78131E+00,2.78131E+00,2.57346E-12,1.87768E-18,1.40437E-06,1.00000E+00,8.62128E-01
MSC_vo_00659_m03_g1_0932,8.89548E+02,6.58500E-07,2.01431E+00,2.01423E+00,4.03280E-08,3.39400E-12,1.87300E-04,9.99960E-01,7.49000E-01
MSC_vo_00659_m03_g1_3722,3.55153E+03,6.58500E-07,2.00569E+00,2.00510E+00,1.02860E-06,2.16000E-10,1.33400E-03,9.99705E-01,7.24000E-01
MSC_vo_00659_m02_g2_0202,1.92429E+02,6.58500E-07,2.03682E+00,2.03678E+00,1.75290E-09,3.43570E-14,3.65030E-05,9.99977E-01,7.60200E-01
MSC_vo_00659_m02_g2_0039,3.74029E+01,6.58500E-07,2.18038E+00,2.18044E+00,6.62260E-11,2.52300E-16,7.09520E-06,1.00003E+00,7.87400E-01
MSC_vo_00659_m03_g1_0538,5.13453E+02,6.58500E-07,2.02065E+00,2.02048E+00,1.25110E-08,6.52690E-13,9.74000E-05,9.99915E-01,7.64200E-01
MSC_vo_00659_m02_g2_0055,5.22096E+01,6.58500E-07,2.10768E+00,2.10761E+00,1.29040E-10,6.86200E-16,9.90390E-06,9.99966E-01,7.73700E-01
MSC_vo_00659_m03_g1_1435,1.36921E+03,6.58500E-07,2.01074E+00,2.01055E+00,1.15300E-07,1.23770E-11,3.54200E-04,9.99908E-01,7.42100E-01
MSC_vo_00659_m03_g1_7160,6.83152E+03,6.58500E-07,2.00368E+00,2.00298E+00,3.80590E-06,1.53730E-09,2.56600E-03,9.99653E-01,7.24300E-01
MSC_vo_00659_m02_g2_0280,2.67290E+02,6.58500E-07,2.03181E+00,2.03185E+00,3.38210E-09,9.20770E-14,5.07040E-05,1.00002E+00,7.61500E-01
MSC_vo_00659_m02_g2_0076,7.22089E+01,6.58500E-07,2.08315E+00,2.08306E+00,2.46830E-10,1.81540E-15,1.36980E-05,9.99953E-01,7.66800E-01
MSC_vo_00659_m03_g1_1862,1.77706E+03,6.58500E-07,2.00902E+00,2.00864E+00,2.27690E-07,2.70590E-11,5.93300E-04,9.99807E-01,7.26800E-01
MSC_vo_00659_m01_fd_0015,1.41112E+01,6.58500E-07,2.35190E+00,2.35190E+00,9.59146E-12,1.34946E-17,2.70393E-06,1.00000E+00,8.02620E-01
MSC_vo_00659_m03_g1_2790,2.66232E+03,6.58500E-07,2.00689E+00,2.00640E+00,5.78020E-07,9.09880E-11,1.00000E-03,9.99756E-01,7.24900E-01
MSC_vo_00659_m02_g2_0105,1.00165E+02,6.58500E-07,2.06439E+00,2.06427E+00,4.74950E-10,4.84560E-15,1.90010E-05,9.99943E-01,7.59100E-01
MSC_vo_00659_m01_fd_0005,5.22567E+00,6.58500E-07,2.28843E+00,2.28843E+00,1.31406E-12,6.85116E-19,9.95634E-07,1.00000E+00,8.59872E-01
MSC_vo_00659_m02_g2_0388,3.70602E+02,6.58500E-07,2.02556E+00,2.02550E+00,6.51170E-09,2.45430E-13,7.03020E-05,9.99968E-01,7.64500E-01
MSC_vo_00659_m03_g1_0594,5.66695E+02,6.58500E-07,2.01933E+00,2.01916E+00,1.52410E-08,8.77510E-13,1.07500E-04,9.99914E-01,7.64300E-01
MSC_vo_00659_m03_g1_1205,1.15010E+03,6.58500E-07,2.01206E+00,2.01188E+00,7.84920E-08,7.33510E-12,2.81100E-04,9.99909E-01,7.45100E-01
MSC_vo_00659_m03_g1_2020,1.92699E+03,6.58500E-07,2.00855E+00,2.00806E+00,3.02810E-07,3.45020E-11,7.23800E-04,9.99757E-01,7.24800E-01
MSC_vo_00659_m03_g1_1660,1.58429E+03,6.58500E-07,2.00974E+00,2.00946E+00,1.74340E-07,1.91740E-11,4.69800E-04,9.99857E-01,7.34400E-01
MSC_vo_00659_m01_fd_0020,1.93373E+01,6.58500E-07,2.23259E+00,2.23259E+00,1.80335E-11,3.47290E-17,3.69956E-06,1.00000E+00,7.85606E-01
MSC_vo_00659_m01_fd_0010,9.92814E+00,6.58500E-07,2.58251E+00,2.58251E+00,4.74374E-12,4.69921E-18,1.89694E-06,1.00000E+00,8.30909E-01
MSC_vo_00659_m01_fd_0028,2.66533E+01,6.58500E-07,2.04306E+00,2.04306E+00,3.42998E-11,9.09499E-17,5.10393E-06,9.99999E-01,7.64436E-01
MTC_vo_10400_003883_g2,2.34614E+01,1.04000E-05,2.00679E+00,1.02061E+00,6.51040E-09,2.45300E-13,7.03000E-05,5.08580E-01,9.68637E-01
MTC_vo_10400_018633_g2,1.12569E+02,1.04000E-05,1.99952E+00,1.00040E+00,2.28120E-07,2.70950E-11,5.93300E-04,5.00318E-01,9.80259E-01
MTC_vo_10400_000055_fd,3.30967E-01,1.04000E-05,5.31286E-02,2.50774E-04,1.30886E-12,6.85684E-19,9.93127E-07,4.72013E-03,5.17451E-02
MTC_vo_10400_000203_fd,1.22439E+00,1.04000E-05,2.16740E-01,2.29091E-02,1.80138E-11,3.47293E-17,3.64146E-06,1.05699E-01,3.60455E-01
MTC_vo_10400_000104_fd,6.28786E-01,1.04000E-05,1.04265E-01,2.69888E-03,4.75040E-12,4.70285E-18,1.82073E-06,2.58849E-02,1.01558E-01
MTC_vo_10400_020201_g2,1.22046E+02,1.04000E-05,1.99900E+00,1.00222E+00,3.02250E-07,3.45310E-11,7.23800E-04,5.01362E-01,9.80332E-01
MTC_vo_10400_000542_fd,3.27572E+00,1.04000E-05,6.64222E-01,2.12886E-01,1.28964E-10,6.65255E-16,9.93127E-06,3.20505E-01,8.17932E-01
MTC_vo_10400_000279_fd,1.68762E+00,1.04000E-05,3.12107E-01,5.22308E-02,3.42251E-11,9.09501E-17,5.13116E-06,1.67349E-01,5.66144E-01
MTC_vo_10400_000750_fd,4.53293E+00,1.04000E-05,9.30456E-01,3.63121E-01,2.46975E-10,1.76299E-15,1.37383E-05,3.90261E-01,8.90463E-01
MTC_vo_10400_071617_g1,4.32675E+02,1.04000E-05,1.99964E+00,1.00690E+00,3.79500E-06,1.53860E-09,2.56600E-03,5.03542E-01,9.91239E-01
MTC_vo_10400_001041_fd,6.28632E+00,1.04000E-05,1.25320E+00,5.70130E-01,4.75047E-10,4.70265E-15,1.90349E-05,4.54938E-01,9.29705E-01
MTC_vo_10400_051633_g1,3.11944E+02,1.04000E-05,1.99955E+00,1.00534E+00,1.97260E-06,5.76590E-10,1.85000E-03,5.02781E-01,9.90668E-01
MTC_vo_10400_009333_g2,5.63840E+01,1.04000E-05,2.00581E+00,1.00337E+00,4.04650E-08,3.40490E-12,1.87300E-04,5.00231E-01,9.78039E-01
MTC_vo_10400_012061_g2,7.28653E+01,1.04000E-05,1.99881E+00,1.00026E+00,7.86580E-08,7.34850E-12,2.81100E-04,5.00428E-01,9.79182E-01
MTC_vo_10400_001999_fd,1.20756E+01,1.04000E-05,1.79191E+00,9.17643E-01,1.75323E-09,3.33398E-14,3.65802E-05,5.12102E-01,9.67103E-01
MTC_vo_10400_014360_g2,8.67577E+01,1.04000E-05,2.00261E+00,1.00217E+00,1.15640E-07,1.24040E-11,3.54200E-04,5.00431E-01,9.79874E-01
MTC_vo_10400_002776_fd,1.67730E+01,1.04000E-05,1.94117E+00,1.00715E+00,3.38718E-09,8.93548E-14,5.06991E-04,5.18835E-01,9.75398E-01
MTC_vo_10400_027910_g1,1.68618E+02,1.04000E-05,1.99932E+00,1.00260E+00,5.76370E-07,9.10640E-11,1.00000E-03,5.01468E-01,9.88882E-01
MTC_vo_10400_000389_fd,2.34933E+00,1.04000E-05,4.57398E-01,1.11669E-01,6.63321E-11,2.45390E-16,7.11741E-06,2.44139E-01,7.15991E-01
MTC_vo_10400_000148_fd,8.93496E-01,1.04000E-05,1.52291E-01,8.90021E-03,9.59237E-12,1.34951E-17,2.64834E-06,5.84423E-02,2.01593E-01
MTC_vo_10400_005380_g2,3.25050E+01,1.04000E-05,2.00336E+00,1.00655E+00,1.24970E-08,6.52360E-13,9.73990E-05,5.02429E-01,9.74845E-01
MTC_vo_10400_037232_g1,2.24936E+02,1.04000E-05,1.99944E+00,1.00375E+00,1.02570E-06,2.16180E-10,1.33400E-03,5.02017E-01,9.89862E-01
MTC_vo_10400_005938_g2,3.58758E+01,1.04000E-05,1.99847E+00,1.00031E+00,1.52230E-08,8.77080E-13,1.07500E-04,5.00537E-01,9.76162E-01
MTC_vo_10400_016612_g2,1.00359E+02,1.04000E-05,1.99813E+00,9.99355E-01,1.74680E-07,1.92000E-11,4.69800E-04,5.00144E-01,9.80255E-01
MTC_vo_10400_000077_fd,4.63327E-01,1.04000E-05,7.52074E-02,8.71566E-04,2.57399E-12,1.88138E-18,1.43838E-04,1.15888E-02,6.92117E-02
MTC_vo_10400_001440_fd,8.70131E+00,1.04000E-05,1.53046E+00,7.46225E-01,9.10255E-10,1.24724E-14,2.63179E-05,4.87582E-01,9.52999E-01
MTC_vo_04000_018632_g1,2.92678E+02,4.00000E-06,2.02473E+00,1.07686E+00,2.27790E-07,2.70950E-11,5.93300E-04,5.31856E-01,9.69081E-01
MTC_vo_04000_020201_g1,3.17320E+02,4.00000E-06,2.02343E+00,1.07905E+00,3.01770E-07,3.45310E-11,7.23800E-04,5.33276E-01,9.68742E-01
MTC_vo_04000_037232_g1,5.84834E+02,4.00000E-06,2.01559E+00,1.05081E+00,1.02500E-06,2.16180E-10,1.33400E-03,5.21343E-01,9.73697E-01
MTC_vo_04000_005938_g2,9.32777E+01,4.00000E-06,2.05246E+00,1.15929E+00,1.52100E-08,8.77100E-13,1.07500E-04,5.64833E-01,9.43970E-01
MTC_vo_04000_016611_g1,2.60932E+02,4.00000E-06,2.02669E+00,1.08227E+00,1.74250E-07,1.92000E-11,4.69800E-04,5.34010E-01,9.67806E-01
MTC_vo_04000_005380_g2,8.45139E+01,4.00000E-06,2.05862E+00,1.17782E+00,1.24860E-08,6.52380E-13,9.74000E-05,5.72140E-01,9.40173E-01
MTC_vo_04000_000148_fd,2.32311E+00,4.00000E-06,7.69218E-01,6.99143E-01,9.58372E-12,1.34955E-17,2.67380E-06,9.08901E-01,7.00649E-01
MTC_vo_04000_000389_fd,6.10825E+00,4.00000E-06,2.75671E+00,2.55323E+00,6.62751E-11,2.45389E-16,7.13014E-06,9.26186E-01,8.48804E-01
MTC_vo_04000_014360_g2,2.25570E+02,4.00000E-06,2.03022E+00,1.08952E+00,1.15680E-07,1.24040E-11,3.54200E-04,5.36651E-01,9.54848E-01
MTC_vo_04000_027910_g1,4.38406E+02,4.00000E-06,2.01889E+00,1.06056E+00,5.76020E-07,9.10640E-11,1.00000E-03,5.25319E-01,9.72137E-01
MTC_vo_04000_001440_fd,2.26234E+01,4.00000E-06,2.06968E+00,1.49433E+00,9.11708E-10,1.24724E-14,2.62924E-05,7.22010E-01,8.41146E-01
MTC_vo_04000_000077_fd,1.20465E+00,4.00000E-06,1.55078E-01,1.24444E-01,2.57677E-12,1.88136E-18,1.40056E-06,8.02458E-01,3.44854E-01
MTC_vo_04000_000203_fd,3.18339E+00,4.00000E-06,1.43297E+00,1.33164E+00,1.79979E-11,3.47289E-17,3.69239E-06,9.29288E-01,7.87870E-01
MTC_vo_04000_000104_fd,1.63483E+00,4.00000E-06,3.29964E-01,2.84951E-01,4.74602E-12,4.70274E-18,1.90986E-06,8.63584E-01,5.49868E-01
MTC_vo_04000_002016_g2,3.16710E+01,4.00000E-06,2.15055E+00,1.47599E+00,1.75110E-09,3.43320E-14,3.65000E-05,6.86330E-01,8.86529E-01
MTC_vo_04000_003883_g2,6.09988E+01,4.00000E-06,2.07345E+00,1.24535E+00,6.50210E-09,2.45290E-13,7.03000E-05,6.00615E-01,9.25325E-01
MTC_vo_04000_000055_fd,8.60494E-01,4.00000E-06,6.26036E-02,4.22585E-02,1.31472E-12,6.85636E-19,1.01859E-06,6.75017E-01,1.82412E-01
MTC_vo_04000_051633_g1,8.11053E+02,4.00000E-06,2.01253E+00,1.04463E+00,1.97130E-06,5.76590E-10,1.85000E-03,5.19062E-01,9.74608E-01
MTC_vo_04000_012061_g2,1.89450E+02,4.00000E-06,2.03418E+00,1.10194E+00,7.86980E-08,7.34850E-12,2.81100E-04,5.41713E-01,9.52311E-01
MTC_vo_04000_009333_g2,1.46598E+02,4.00000E-06,2.03979E+00,1.11251E+00,4.04340E-08,3.40490E-12,1.87300E-04,5.45406E-01,9.49672E-01
MTC_vo_04000_000279_fd,4.38783E+00,4.00000E-06,2.25314E+00,2.10766E+00,3.41926E-11,9.09517E-17,5.09296E-06,9.35435E-01,8.40798E-01
MTC_vo_04000_000542_fd,8.51695E+00,4.00000E-06,2.59259E+00,2.31421E+00,1.28848E-10,6.65276E-16,9.93127E-06,8.92625E-01,8.22857E-01
MTC_vo_04000_002801_g2,4.39921E+01,4.00000E-06,2.09778E+00,1.34036E+00,3.38440E-09,9.20110E-14,5.07000E-05,6.38941E-01,9.05848E-01
MTC_vo_04000_001041_fd,1.63443E+01,4.00000E-06,2.25295E+00,1.78306E+00,4.75160E-10,4.70253E-15,1.89713E-05,7.91434E-01,8.24631E-01
MTC_vo_04000_000750_fd,1.17856E+01,4.00000E-06,2.37565E+00,2.00736E+00,2.46750E-10,1.76298E-15,1.36873E-05,8.44972E-01,8.12254E-01
MTC_vo_04000_071617_g1,1.12496E+03,4.00000E-06,2.01008E+00,1.04128E+00,3.79250E-06,1.53860E-09,2.56600E-03,5.18030E-01,9.75088E-01
MSC_vo_12555_m02_g2_2019,1.01061E+02,1.25550E-05,2.01846E+00,1.04493E+00,3.03520E-07,3.44940E-11,7.23740E-04,5.17688E-01,9.32500E-01
MSC_vo_12555_m01_fd_0054,2.71386E+00,1.25550E-05,1.80609E+00,7.01740E-01,1.29002E-10,6.65550E-16,9.99095E-06,3.88542E-01,7.83470E-01
MSC_vo_12555_m03_g1_5162,2.58328E+02,1.25550E-05,2.00982E+00,1.05400E+00,1.97830E-06,5.76110E-10,1.85000E-03,5.24425E-01,9.44700E-01
MSC_vo_12555_m02_g2_1660,8.30907E+01,1.25550E-05,2.02132E+00,1.04717E+00,1.74560E-07,1.91710E-11,4.69770E-04,5.18064E-01,9.30400E-01
MSC_vo_12555_m01_fd_0008,3.83802E-01,1.25550E-05,2.78165E-01,5.00715E-03,2.57023E-12,1.88142E-18,1.39873E-06,1.80007E-02,3.72363E-02
MSC_vo_12555_m01_fd_0039,1.94643E+00,1.25550E-05,1.50165E+00,4.90025E-01,6.63547E-11,2.45523E-16,7.19349E-06,3.26324E-01,6.78838E-01
MSC_vo_12555_m03_g1_3722,1.86275E+02,1.25550E-05,2.01221E+00,1.05151E+00,1.02860E-06,2.16000E-10,1.33400E-03,5.22567E-01,9.43800E-01
MSC_vo_12555_m01_fd_0144,7.20846E+00,1.25550E-05,2.12084E+00,9.98472E-01,9.10317E-10,1.24759E-14,2.63761E-05,4.70791E-01,9.08138E-01
MSC_vo_12555_m01_fd_0385,1.92646E+01,1.25550E-05,2.05391E+00,1.03489E+00,6.51611E-09,2.38207E-13,7.03363E-05,5.03866E-01,9.30390E-01
MSC_vo_12555_m03_g1_7160,3.58308E+02,1.25550E-05,2.00789E+00,1.05600E+00,3.80590E-06,1.53730E-09,2.56600E-03,5.25923E-01,9.45300E-01
MSC_vo_12555_m01_fd_0104,5.20305E+00,1.25550E-05,2.09439E+00,9.50110E-01,4.74237E-10,4.69113E-15,1.89828E-05,4.53645E-01,8.86949E-01
MSC_vo_12555_m01_fd_0533,2.66901E+01,1.25550E-05,2.04238E+00,1.04217E+00,1.25216E-08,6.33531E-13,9.73119E-05,5.10274E-01,9.32761E-01
MSC_vo_12555_m01_fd_0015,7.40239E-01,1.25550E-05,5.89320E-01,5.57145E-02,9.59521E-12,1.35010E-17,2.79747E-06,9.45404E-02,1.38622E-01
MSC_vo_12555_m02_g2_0594,2.97235E+01,1.25550E-05,2.03961E+00,1.04568E+00,1.52160E-08,8.77580E-13,1.07500E-04,5.12687E-01,9.19200E-01
MSC_vo_12555_m03_g1_2790,1.39636E+02,1.25550E-05,2.01480E+00,1.04883E+00,5.78010E-07,9.09870E-11,9.99990E-04,5.20562E-01,9.42900E-01
MSC_vo_12555_m02_g2_1435,7.18295E+01,1.25550E-05,2.02325E+00,1.04766E+00,1.15530E-07,1.23850E-11,3.54280E-04,5.17808E-01,9.28100E-01
MSC_vo_12555_m01_fd_0200,1.00021E+01,1.25550E-05,2.07311E+00,1.00008E+00,1.75275E-09,3.33321E-14,3.65669E-05,4.82405E-01,9.19026E-01
MSC_vo_12555_m02_g2_1206,6.03315E+01,1.25550E-05,2.02559E+00,1.04570E+00,7.85860E-08,7.33870E-12,2.81150E-04,5.16245E-01,9.27600E-01
MSC_vo_12555_m02_g2_1862,9.31997E+01,1.25550E-05,2.01958E+00,1.04437E+00,2.28110E-07,2.70540E-11,5.93260E-04,5.17125E-01,9.31700E-01
MSC_vo_12555_m01_fd_0005,2.74161E-01,1.25550E-05,1.92850E-01,1.31785E-03,1.30626E-12,6.85706E-19,9.99095E-07,6.83357E-03,1.97853E-02
MSC_vo_12555_m02_g2_0935,4.67881E+01,1.25550E-05,2.03097E+00,1.04943E+00,4.05420E-08,3.42290E-12,1.87830E-04,5.16715E-01,9.23700E-01
MSC_vo_12555_m01_fd_0020,1.01420E+00,1.25550E-05,8.37972E-01,1.41741E-01,1.80129E-11,3.47263E-17,3.79656E-06,1.69148E-01,2.70158E-01
MSC_vo_12555_m01_fd_0278,1.38939E+01,1.25550E-05,2.06431E+00,1.02247E+00,3.38422E-09,8.93531E-14,5.07540E-05,4.95306E-01,9.26207E-01
MSC_vo_12555_m01_fd_0075,3.75662E+00,1.25550E-05,2.00132E+00,8.57557E-01,2.47198E-10,1.76544E-15,1.37875E-05,4.28497E-01,8.50045E-01
MSC_vo_12555_m01_fd_0010,5.20859E-01,1.25550E-05,3.92925E-01,1.60299E-02,4.74372E-12,4.70289E-18,1.99819E-06,4.07963E-02,6.77220E-02
MSC_vo_12555_m01_fd_0028,1.39819E+00,1.25550E-05,1.14983E+00,2.85685E-01,3.42369E-11,9.09970E-17,5.19529E-06,2.48460E-01,4.92863E-01
MTC_vo_00860_014360_g1,1.04916E+03,8.60000E-07,2.01319E+00,2.01247E+00,1.15390E-07,1.24040E-11,3.54200E-04,9.99646E-01,7.44735E-01
MTC_vo_00860_000055_fd,4.00230E+00,8.60000E-07,1.56537E+00,1.56537E+00,1.31472E-12,6.85636E-19,9.99175E-07,9.99999E-01,8.35773E-01
MTC_vo_00860_003883_g2,2.83715E+02,8.60000E-07,2.03332E+00,2.03309E+00,6.50040E-09,2.45290E-13,7.03000E-05,9.99888E-01,7.47541E-01
MTC_vo_00860_005938_g1,4.33848E+02,8.60000E-07,2.02376E+00,2.02336E+00,1.52320E-08,8.77090E-13,1.07500E-04,9.99803E-01,7.66720E-01
MTC_vo_00860_002016_g2,1.47307E+02,8.60000E-07,2.04546E+00,2.04527E+00,1.75080E-09,3.43320E-14,3.65000E-05,9.99910E-01,7.38204E-01
MTC_vo_00860_005380_g1,3.93088E+02,8.60000E-07,2.02537E+00,2.02497E+00,1.25050E-08,6.52380E-13,9.74000E-05,9.99804E-01,7.66457E-01
MTC_vo_00860_000104_fd,7.60395E+00,8.60000E-07,2.78499E+00,2.78499E+00,4.74610E-12,4.70291E-18,1.90254E-06,9.99998E-01,8.62867E-01
MTC_vo_00860_000203_fd,1.48067E+01,8.60000E-07,2.34057E+00,2.34056E+00,1.80170E-11,3.47304E-17,3.69558E-06,9.99996E-01,8.04360E-01
MTC_vo_00860_071617_g1,5.23235E+03,8.60000E-07,2.00452E+00,2.00198E+00,3.79560E-06,1.53860E-09,2.56600E-03,9.98736E-01,7.28541E-01
MTC_vo_00860_002801_g2,2.04615E+02,8.60000E-07,2.04081E+00,2.04062E+00,3.38100E-09,9.20120E-14,5.07000E-05,9.99908E-01,7.47098E-01
MTC_vo_00860_000279_fd,2.04082E+01,8.60000E-07,2.20007E+00,2.20005E+00,3.42751E-11,9.09478E-17,5.10537E-06,9.99994E-01,7.84997E-01
MTC_vo_00860_000757_g2,5.52912E+01,8.60000E-07,2.09408E+00,2.09395E+00,2.46700E-10,1.81550E-15,1.37000E-05,9.99936E-01,7.64614E-01
MTC_vo_00860_051633_g1,3.77234E+03,8.60000E-07,2.00562E+00,2.00367E+00,1.97290E-06,5.76590E-10,1.85000E-03,9.99026E-01,7.28315E-01
MTC_vo_00860_027910_g1,2.03910E+03,8.60000E-07,2.00847E+00,2.00720E+00,5.76460E-07,9.10640E-11,1.00000E-03,9.99368E-01,7.28275E-01
MTC_vo_00860_000389_fd,2.84106E+01,8.60000E-07,2.02674E+00,2.02672E+00,6.64791E-11,2.45394E-16,7.10372E-06,9.99990E-01,7.66232E-01
MTC_vo_00860_000148_fd,1.08050E+01,8.60000E-07,2.50627E+00,2.50627E+00,9.58365E-12,1.34949E-17,2.69640E-06,9.99997E-01,8.25292E-01
MTC_vo_00860_001050_g2,7.66807E+01,8.60000E-07,2.07914E+00,2.07907E+00,4.74420E-10,4.84270E-15,1.90000E-05,9.99967E-01,7.48170E-01
MTC_vo_00860_000547_g2,3.99548E+01,8.60000E-07,2.17834E+00,2.17825E+00,1.28830E-10,6.85070E-16,9.90000E-06,9.99961E-01,7.85432E-01
MTC_vo_00860_016611_g1,1.21364E+03,8.60000E-07,2.01197E+00,2.01118E+00,1.74220E-07,1.92000E-11,4.69800E-04,9.99610E-01,7.36533E-01
MTC_vo_00860_037232_g1,2.72016E+03,8.60000E-07,2.00699E+00,2.00545E+00,1.02580E-06,2.16180E-10,1.33400E-03,9.99232E-01,7.28225E-01
MTC_vo_00860_020201_g1,1.47591E+03,8.60000E-07,2.01050E+00,2.00947E+00,3.02000E-07,3.45310E-11,7.23800E-04,9.99485E-01,7.28059E-01
MTC_vo_00860_018632_g1,1.36129E+03,8.60000E-07,2.01108E+00,2.01013E+00,2.27770E-07,2.70950E-11,5.93300E-04,9.99525E-01,7.29581E-01
MTC_vo_00860_000077_fd,5.60294E+00,8.60000E-07,2.41562E+00,2.41562E+00,2.57672E-12,1.88130E-18,1.39611E-06,9.99999E-01,8.65063E-01
MTC_vo_00860_009333_g1,6.81853E+02,8.60000E-07,2.01757E+00,2.01709E+00,4.04360E-08,3.40490E-12,1.87300E-04,9.99759E-01,7.52017E-01
MTC_vo_00860_001453_g2,1.06143E+02,8.60000E-07,2.06874E+00,2.06860E+00,9.09000E-10,1.28440E-14,2.63000E-05,9.99933E-01,7.42651E-01
MTC_vo_00860_012061_g1,8.81161E+02,8.60000E-07,2.01481E+00,2.01419E+00,7.86110E-08,7.34850E-12,2.81100E-04,9.99692E-01,7.47825E-01
MTC_vo_06500_012061_g2,1.16584E+02,6.50000E-06,2.04277E+00,1.04668E+00,7.85230E-08,7.34850E-12,2.81100E-04,5.12383E-01,9.69054E-01
MTC_vo_06500_009333_g2,9.02144E+01,6.50000E-06,2.05059E+00,1.05085E+00,4.04650E-08,3.40490E-12,1.87300E-04,5.12465E-01,9.67288E-01
MTC_vo_06500_051633_g1,4.99110E+02,6.50000E-06,2.01595E+00,1.03307E+00,1.97260E-06,5.76590E-10,1.85000E-03,5.12447E-01,9.77831E-01
MTC_vo_06500_001041_fd,1.00582E+01,6.50000E-06,2.37256E+00,1.53411E+00,4.75070E-10,4.70273E-15,1.90349E-05,6.46605E-01,9.12212E-01
MTC_vo_06500_000750_fd,7.25265E+00,6.50000E-06,2.45359E+00,1.73236E+00,2.46975E-10,1.76296E-15,1.36555E-05,7.06049E-01,9.01820E-01
MTC_vo_06500_071617_g1,6.92280E+02,6.50000E-06,2.01282E+00,1.03250E+00,3.79490E-06,1.53860E-09,2.56600E-03,5.12960E-01,9.78183E-01
MTC_vo_06500_000279_fd,2.70016E+00,6.50000E-06,1.00582E+00,6.79777E-01,3.42246E-11,9.09480E-17,5.06908E-06,6.75843E-01,7.58920E-01
MTC_vo_06500_000542_fd,5.24119E+00,6.50000E-06,2.18716E+00,1.60116E+00,1.28984E-10,6.65272E-16,9.93127E-06,7.32075E-01,8.82962E-01
MTC_vo_06500_002801_g2,2.70723E+01,6.50000E-06,2.07664E+00,1.07117E+00,3.38620E-09,9.20130E-14,5.07000E-05,5.15821E-01,9.53085E-01
MTC_vo_06500_016611_g2,1.60574E+02,6.50000E-06,2.03446E+00,1.04082E+00,1.74670E-07,1.92000E-11,4.69800E-04,5.11596E-01,9.70695E-01
MTC_vo_06500_000203_fd,1.95901E+00,6.50000E-06,5.78272E-01,3.43243E-01,1.80139E-11,3.47288E-17,3.72423E-06,5.93567E-01,6.48846E-01
MTC_vo_06500_000104_fd,1.00604E+00,6.50000E-06,1.72521E-01,5.64293E-02,4.75012E-12,4.70268E-18,1.86211E-06,3.27086E-01,2.49017E-01
MTC_vo_06500_018633_g2,1.80110E+02,6.50000E-06,2.03153E+00,1.03739E+00,2.28120E-07,2.70950E-11,5.93300E-04,5.10642E-01,9.71302E-01
MTC_vo_06500_000055_fd,5.29521E-01,6.50000E-06,6.34365E-02,5.75110E-03,1.31426E-12,6.85581E-19,1.03451E-06,9.06593E-02,7.59381E-02
MTC_vo_06500_003883_g2,3.75377E+01,6.50000E-06,2.09901E+00,1.09089E+00,6.51030E-09,2.45290E-13,7.03000E-05,5.19717E-01,9.61257E-01
MTC_vo_06500_001440_fd,1.39223E+01,6.50000E-06,2.26095E+00,1.33380E+00,9.10561E-10,1.24729E-14,2.62765E-05,5.89930E-01,9.28932E-01
MTC_vo_06500_000077_fd,7.41322E-01,6.50000E-06,1.01588E-01,1.98966E-02,2.57900E-12,1.88137E-18,1.44831E-06,1.95856E-01,1.37543E-01
MTC_vo_06500_037232_g1,3.59898E+02,6.50000E-06,2.01983E+00,1.03390E+00,1.02570E-06,2.16180E-10,1.33400E-03,5.11874E-01,9.77329E-01
MTC_vo_06500_005938_g2,5.74014E+01,6.50000E-06,2.06529E+00,1.06306E+00,1.52230E-08,8.77090E-13,1.07500E-04,5.14726E-01,9.65108E-01
MTC_vo_06500_005380_g2,5.20083E+01,6.50000E-06,2.07152E+00,1.06738E+00,1.24970E-08,6.52370E-13,9.74000E-05,5.15261E-01,9.64423E-01
MTC_vo_06500_020201_g1,1.95274E+02,6.50000E-06,2.02981E+00,1.03711E+00,3.01950E-07,3.45310E-11,7.23800E-04,5.10937E-01,9.75730E-01
MTC_vo_06500_000148_fd,1.42959E+00,6.50000E-06,3.23950E-01,1.54700E-01,9.59240E-12,1.34951E-17,2.68972E-06,4.77542E-01,4.65462E-01
MTC_vo_06500_000389_fd,3.75891E+00,6.50000E-06,1.60204E+00,1.14809E+00,6.63326E-11,2.45387E-16,7.13810E-06,7.16644E-01,8.41415E-01
MTC_vo_06500_014360_g2,1.38812E+02,6.50000E-06,2.03732E+00,1.04209E+00,1.15640E-07,1.24040E-11,3.54200E-04,5.11499E-01,9.69615E-01
MTC_vo_06500_027910_g1,2.69788E+02,6.50000E-06,2.02403E+00,1.03499E+00,5.76360E-07,9.10640E-11,1.00000E-03,5.11349E-01,9.76717E-01
